archive_rank,title,award_date,awwwards_url,requested_url,final_url,studio,redirect_host_changed,http_status,technologies,technology_categories,awwwards_technology_tags,interaction_features,visual_styles,industry_tags,referenced_asset_formats,canvas,webgl,three_d,video,audio,rive,lottie,css_animation,smooth_scroll,service_worker,webassembly,model_3d_asset,mirror_status
55,Sowieso Wero,2026-05-29,https://www.awwwards.com/sites/sowieso-wero,https://sowieso.wero-wallet.eu/nl-en/merchant,https://sowieso.wero-wallet.eu/nl-en/merchant,51North,False,200,Amazon CloudFront | Amazon Web Services | Cookiebot | HTTP/3 | Node.js | Nuxt.js | Vue.js | Zendesk,CDN | Cookie compliance | Documentation | Issue trackers | JavaScript frameworks | Live chat | Miscellaneous | PaaS | Programming languages | Static site generator | Web frameworks | Web servers,GSAP | Lottie | Nuxt.js,Animation | Scrolling | Storytelling | Transitions,Colorful,Business & Corporate | E-Commerce | Technology,css:2 | html:2 | ico:1 | jpg:15 | js:9 | mp4:6 | pdf:1 | png:90 | svg:4,False,False,False,True,False,False,False,True,True,False,False,False,mirrored
56,Cdiscount - Jumping Max,2026-05-28,https://www.awwwards.com/sites/cdiscount-jumping-max,https://jumpingmax.cdiscount.com/,https://jumpingmax.cdiscount.com/,Merci Michel,False,200,Firebase | HSTS | HTTP/3,Databases | Development | Miscellaneous | Security,Three.js,3D,Colorful,E-Commerce | Games & Entertainment | Promotional,css:1 | ico:1 | js:3 | png:4 | svg:2,False,True,True,False,False,False,False,True,False,False,False,False,mirrored
57,AIR,2026-05-27,https://www.awwwards.com/sites/air-1,https://aircenter.space/,https://aircenter.space/,Vide Infra,False,200,Cloudflare | Cloudflare Browser Insights | HSTS | HTTP/3,Analytics | CDN | Miscellaneous | RUM | Security,Three.js | WebGL,,Minimal,Architecture | Business & Corporate | Real Estate,css:2 | ico:1 | js:4 | png:5 | svg:26 | ttf:2 | webp:28 | xml:1,False,True,False,False,False,False,False,False,True,False,False,False,mirrored
58,Razorpay Sprint 26,2026-05-26,https://www.awwwards.com/sites/razorpay-sprint-26,https://razorpay.com/sprint/26,https://razorpay.com/sprint/26,Razorpay Design,False,200,Amazon CloudFront | Amazon Web Services | Cloudflare | HTTP/3 | Webflow | jQuery | jsDelivr,CDN | CMS | JavaScript libraries | Miscellaneous | PaaS | Page builders,Three.js | WebGL | Webflow,3D | Animation | Interaction Design | Microinteractions | Scrolling,Art & Illustration | Illustration,Technology | Web & Interactive,css:1 | js:9 | png:4 | svg:88 | webp:7,True,True,True,False,False,True,False,True,False,False,False,True,mirrored
59,Cartier Watches & Wonders 2026,2026-05-25,https://www.awwwards.com/sites/cartier-watches-wonders-2026,https://www.cartier.com/en-fr/watchesandwonders,https://www.cartier.com/en-fr/watchesandwonders,Immersive Garden,False,200,Adobe Experience Manager | Akamai | Akamai Bot Manager | Google Tag Manager | HSTS | Java | Node.js | Nuxt.js | Vue.js | jQuery,CDN | CMS | JavaScript frameworks | JavaScript libraries | Programming languages | Security | Static site generator | Tag managers | Web frameworks | Web servers,Blender | GLSL | Three.js,3D | Gestures / Interaction | Scrolling,Experimental,Luxury | Promotional,css:5 | ico:1 | jpeg:164 | js:16 | png:38 | svg:10,False,False,True,False,False,False,False,False,False,False,False,False,mirrored
60,Aimee's Papercraft World,2026-05-24,https://www.awwwards.com/sites/aimees-papercraft-world,https://aimees-papercraft-world.com/,https://aimees-papercraft-world.com/,Andrew Woan,False,200,HSTS | Vercel,PaaS | Security,Blender | React | Three.js,3D | Infinite Scroll | Storytelling | Unusual Navigation,Art & Illustration | Colorful,Web & Interactive,css:1 | ico:1 | js:1 | png:2 | svg:2 | webp:1,False,False,True,False,False,False,False,False,False,False,False,False,mirrored
61,Cleo AI,2026-05-23,https://www.awwwards.com/sites/cleo-ai,https://web.meetcleo.com/,https://web.meetcleo.com/,OddCommon,False,200,Cloudflare | Cloudflare Browser Insights | HSTS | Next.js | Node.js | React | Snowplow Analytics | Vercel | Webpack | p5.js,Analytics | CDN | IaaS | JavaScript frameworks | JavaScript libraries | Miscellaneous | PaaS | Programming languages | RUM | Security | Web frameworks,Framer | Next.js | React,Data Visualization | Interaction Design | Responsive Design | Storytelling | Transitions,Clean,Business & Corporate | Technology | Web & Interactive,css:1 | glb:1 | hdr:1 | html:2 | js:39 | png:4,True,True,False,False,False,False,False,True,False,False,False,True,mirrored
62,Sidewave,2026-05-22,https://www.awwwards.com/sites/sidewave,https://sidewave.it/,https://sidewave.it/,Sidewave,False,200,Cloudflare | Cloudflare Browser Insights | Google Analytics | HTTP/3 | PHP | cdnjs | jQuery,Analytics | CDN | JavaScript libraries | Miscellaneous | Programming languages | RUM,HTML5 | Unity | WebGL,3D | Animation | Interaction Design | Storytelling | Unusual Navigation,,Business & Corporate | Portfolio | Technology | Web & Interactive,css:5 | gif:3 | ico:1 | js:16 | png:5 | svg:155,True,True,True,False,False,False,False,False,False,False,False,False,mirrored
63,La Revoltosa,2026-05-21,https://www.awwwards.com/sites/la-revoltosa,https://larevoltosa.es/,https://larevoltosa.es/,Waka,False,200,Apache HTTP Server | Contact Form 7 | Google Tag Manager | Google Tag Manager for WordPress | MySQL | PHP | WordPress | Yoast SEO | reCAPTCHA,Blogs | CMS | Databases | Form builders | Programming languages | SEO | Security | Tag managers | Web servers | WordPress plugins,GSAP | Three.js | WebGL,3D | Animation | Interaction Design | Storytelling,Art & Illustration | Copy design | Illustration,Food & Drink | Web & Interactive,css:7 | ico:1 | js:11 | png:7 | svg:6 | webp:13,True,True,True,False,False,False,False,False,False,False,False,False,mirrored
64,aino.agency,2026-05-20,https://www.awwwards.com/sites/aino-agency,https://aino.agency,https://aino.agency,Aino,False,200,HSTS | Vercel | Vercel Analytics,Analytics | PaaS | Security,Vanilla JS,Animation | Data Visualization | Microinteractions | Transitions,Experimental | UI design,Design Agencies | Portfolio | Technology,css:2 | ico:1 | js:1 | mp4:1 | png:3 | svg:1,False,False,False,True,False,False,False,False,False,False,False,False,mirrored
65,Thorgal,2026-05-19,https://www.awwwards.com/sites/thorgal,http://thorgal.com,https://www.thorgal.com/,Caracal,False,200,Astro | HSTS | Vercel,JavaScript frameworks | PaaS | Security | Static site generator,Astro | WebGL,Animation | Motion | Parallax | Sound-Audio | Storytelling | Transitions,Art & Illustration | Illustration,,avif:2 | css:1 | glb:1 | jpg:3 | js:12 | woff2:4 | xml:1,True,True,False,False,True,False,False,False,False,False,False,True,mirrored
66,Capitolium,2026-05-18,https://www.awwwards.com/sites/capitolium,https://www.collabcapitolium.fr,https://www.collabcapitolium.fr,Supercolor,False,200,Adobe Fonts | Amazon CloudFront | Amazon S3 | Amazon Web Services | Google Tag Manager | Node.js | Nuxt.js | Typekit | Vue.js,CDN | Font scripts | JavaScript frameworks | PaaS | Programming languages | Static site generator | Tag managers | Web frameworks | Web servers,GSAP | Nuxt.js | TypeScript,Animation | Fullscreen | Horizontal Layout,Big Background Images | Photographic,Culture & Education | Fashion | Sports,css:3 | html:3 | ico:1 | jpg:2 | js:69 | json:2 | mp4:8 | pdf:1 | png:2 | svg:19 | webm:5 | webp:68 | woff2:2,True,False,False,True,False,False,False,False,True,False,False,False,mirrored
67,KVS Studio,2026-05-17,https://www.awwwards.com/sites/kvs-studio,https://www.kvs.services/,https://www.kvs.services/,KVS Studio,False,200,Google Analytics | HSTS | Vercel,Analytics | PaaS | Security,Three.js | Vue.js | WebGL,3D | Animation | Microinteractions | Responsive Design | Sound-Audio,UI design,Design Agencies | Technology | Web & Interactive,css:1 | js:1 | png:3 | svg:1,False,True,True,False,True,False,False,False,False,False,False,False,mirrored
68,Enerblock,2026-05-16,https://www.awwwards.com/sites/enerblock,https://enerblock.net/en/,https://enerblock.net/en/,BANILA Studio,False,200,Google Tag Manager | HSTS | Netlify | jsDelivr,CDN | PaaS | Security | Tag managers,Astro | GSAP | Sanity,Footer Design | Microinteractions,UI design,Business & Corporate,css:1 | html:1 | ico:1 | jpg:16 | js:7 | json:1 | mp4:2 | png:4 | svg:1 | woff2:2,True,False,False,True,False,False,False,False,True,False,False,False,mirrored
69,Juan Mora,2026-05-15,https://www.awwwards.com/sites/juan-mora-1,https://juanmora.co/,https://juanmora.co/,Juan Mora,False,200,Bluehost | Google Analytics | Nginx | Webflow | jQuery | jsDelivr,Analytics | CDN | CMS | Hosting | JavaScript libraries | Page builders | Reverse proxies | Web servers,GSAP | Lottie | Webflow,About Page | Footer Design | Interaction Design | Scrolling,Colorful,Design Agencies | Portfolio | Promotional | Web & Interactive,css:4 | html:9 | jpg:19 | js:10 | json:4 | mp4:7 | png:12 | svg:16,False,False,False,True,False,False,True,False,True,False,False,False,mirrored
70,fromanother.love,2026-05-14,https://www.awwwards.com/sites/fromanother-love,https://www.fromanother.love/,https://www.fromanother.love/,fromanother,False,200,Cloudflare | Cloudflare Browser Insights | HSTS | HTTP/3 | Linkedin Ads | Vercel,Advertising | Analytics | CDN | Miscellaneous | PaaS | RUM | Security,Next.js | Prismic | React,Animation | Interaction Design,Clean | Colorful,Design Agencies | Portfolio,css:3 | ico:1 | jpg:4 | js:24 | png:22 | svg:3 | woff2:9,True,False,False,False,False,False,False,False,False,False,False,False,mirrored
71,Floema,2026-05-13,https://www.awwwards.com/sites/floema,https://www.floema.com/en,https://www.floema.com/en,Bürocratik,False,200,HSTS | Node.js | Nuxt.js | Vercel | Vue.js,JavaScript frameworks | PaaS | Programming languages | Security | Static site generator | Web frameworks | Web servers,GSAP | Nuxt.js | WebGL,3D | Header Design | Storytelling,Photographic,Business & Corporate | E-Commerce | Promotional,css:7 | ico:1 | jpg:31 | js:43 | json:3 | pdf:4 | png:22 | svg:8,False,True,True,False,False,True,False,True,True,False,False,False,mirrored
72,Happly,2026-05-12,https://www.awwwards.com/sites/happly,https://gethapply.com,https://gethapply.com,Better Off Studio,False,200,Cloudflare | HSTS | HTTP/3 | Shopify,CDN | CMS | Ecommerce | Miscellaneous | Security,CSS | Figma | Shopify,Animation | Parallax | Storytelling,Clean | Colorful | Typography,Design Agencies | E-Commerce | Web & Interactive,css:4 | ico:1 | jpg:2 | js:25 | png:2 | svg:7 | webp:33 | woff:4 | woff2:4,False,False,False,False,False,False,False,True,True,False,False,False,mirrored
73,Outfit,2026-05-11,https://www.awwwards.com/sites/outfit,https://outfit.hellohello.is/,https://outfit.hellohello.is/,++hellohello,False,200,HSTS | Next.js | Node.js | React | Vercel | Webpack,JavaScript frameworks | Miscellaneous | PaaS | Programming languages | Security | Web frameworks,GSAP | React | Shopify,Animation | Interaction Design,Clean | Minimal | Photographic | UI design,Design Agencies | E-Commerce | Fashion,css:1 | ico:1 | js:20 | png:3,False,False,False,False,False,False,False,True,False,False,False,False,mirrored
74,XOX,2026-05-10,https://www.awwwards.com/sites/xox,https://xox.makemepulse.com/,https://xox.makemepulse.com/,makemepulse,False,200,Amazon CloudFront | Amazon Web Services | HSTS | HTTP/3,CDN | Miscellaneous | PaaS | Security,WebGL,Animation,Colorful | Experimental,Games & Entertainment | Web & Interactive,css:1 | ico:1 | js:1 | png:3 | svg:2 | woff2:3,False,True,False,False,False,False,False,False,False,False,False,False,mirrored
75,Simonholm.studio,2026-05-09,https://www.awwwards.com/sites/simonholm-studio,https://www.simonholm.studio,https://www.simonholm.studio,simonholm.studio,False,200,Cloudflare | Google Font API | Google Hosted Libraries | HSTS | HTTP/3 | Unpkg | Webflow | cdnjs | jQuery,CDN | CMS | Font scripts | JavaScript libraries | Miscellaneous | Page builders | Security,Webflow,Interaction Design,Clean,Design Agencies | Portfolio | Promotional,css:2 | js:18 | mp4:2 | png:2 | webp:28,False,False,False,True,False,False,True,False,True,False,False,False,mirrored
76,Studio Namma,2026-05-08,https://www.awwwards.com/sites/studio-namma,https://studionamma.com,https://studionamma.com,Studio Namma,False,200,Cloudflare | HSTS | HTTP/3 | Unpkg | Webflow | cdnjs | jQuery | jsDelivr,CDN | CMS | JavaScript libraries | Miscellaneous | Page builders | Security,GSAP | JavaScript | Webflow,Animation | Contact Page | Footer Design | Navigation Menu | Transitions,,Design Agencies | Portfolio | Web & Interactive,avif:1 | css:2 | js:22 | m3u8:1 | mp4:14 | png:2 | webm:7 | webp:16,False,False,False,True,False,False,True,False,True,False,False,False,mirrored
77,Marvell Tile & Stone,2026-05-07,https://www.awwwards.com/sites/marvell-tile-stone,https://www.marvellco.com.au/,https://www.marvellco.com.au/,Humaan,False,200,HSTS | Next.js | Node.js | React | Vercel | Webpack,JavaScript frameworks | Miscellaneous | PaaS | Programming languages | Security | Web frameworks,Next.js | React,Gestures / Interaction | Transitions,Big Background Images | Clean | Minimal,Architecture | Business & Corporate | Luxury,css:4 | ico:1 | jpeg:6 | jpg:109 | js:16 | json:1 | png:4 | svg:1,False,False,False,False,False,False,False,False,True,False,False,False,mirrored
78,ASTRODITHER,2026-05-05,https://www.awwwards.com/sites/astrodither,https://astrodither.robertborghesi.is/,https://astrodither.robertborghesi.is/,Robert Borghesi,False,200,Astro | Google Analytics | HSTS | Netlify,Analytics | CDN | JavaScript frameworks | PaaS | Security | Static site generator,Astro | Three.js | WebGL,3D | Animation | Filters and Effects | Fullscreen | Single page,Colorful | Experimental,Technology | Web & Interactive,css:1 | ico:2 | jpg:2 | js:7 | png:2 | svg:3,True,True,True,False,False,False,False,False,False,False,False,False,mirrored
79,Obys,2026-05-04,https://www.awwwards.com/sites/obys-2,https://obys.agency/,https://obys.agency/,Obys,False,200,Google Analytics | Nginx | Ubuntu,Analytics | Operating systems | Reverse proxies | Web servers,Figma | WebGL,Gallery | Project Page | Scrolling | Storytelling,UI design,Business & Corporate | Design Agencies | Portfolio | Web & Interactive,ico:1 | png:2 | svg:1 | webp:40,True,True,False,False,False,False,False,False,False,False,False,False,no_html
80,Where Worlds Take Shape,2026-05-03,https://www.awwwards.com/sites/where-worlds-take-shape,https://paodao.fr/,https://paodao.fr/,jerome-reynet,False,200,Apache HTTP Server | Debian,Operating systems | Web servers,GLSL | Three.js | WebGL,3D | Gestures / Interaction | Interaction Design | Storytelling | Unusual Navigation,Experimental,Games & Entertainment | Portfolio | Web & Interactive,css:1 | jpg:2 | js:1,False,True,True,False,False,False,False,False,False,False,False,False,mirrored
81,Fourmula AI,2026-05-02,https://www.awwwards.com/sites/fourmula-ai,https://fourmula.ai,https://fourmula.ai,Fourmeta Agency,False,200,Cloudflare | Google Analytics | Google Tag Manager | HSTS | HTTP/3 | Unpkg | cdnjs | jQuery | jsDelivr,Analytics | CDN | JavaScript libraries | Miscellaneous | Security | Tag managers,Figma | GSAP | Webflow,Animation | Navigation Menu | Scrolling | Transitions,Photography | Typography | UI design,Startups | Web & Interactive,avif:38 | css:1 | html:1 | js:8 | mp4:6 | png:2,False,False,False,True,False,False,False,True,False,False,False,False,mirrored
82,Adcker,2026-05-01,https://www.awwwards.com/sites/adcker,https://adcker.com/,https://adcker.com/,Emele Collab,False,200,HTTP/3 | Hostinger | LiteSpeed | MySQL | PHP | WordPress,Blogs | CMS | Databases | Hosting | Miscellaneous | Programming languages | Web servers,BARBA.js | GSAP | WordPress,About Page | Animation,Clean | Photography | Typography,Fashion | Photo & Video | Portfolio | Web & Interactive,css:1 | gif:2 | jpg:47 | js:1 | mp4:3 | png:7 | svg:5,False,False,False,True,False,False,False,False,True,False,False,False,mirrored
83,Studio375,2026-04-30,https://www.awwwards.com/sites/studio375-2,https://375.studio/en,https://375.studio/en,Studio375,False,200,Cloudflare | Cloudflare Browser Insights | HSTS | HTTP/3 | Next.js | Node.js | React | Vercel | Webpack,Analytics | CDN | JavaScript frameworks | Miscellaneous | PaaS | Programming languages | RUM | Security | Web frameworks,GSAP | Next.js | WebGL,Animation | Scrolling | Transitions,Typography,Business & Corporate | Design Agencies | Portfolio | Web & Interactive,css:3 | ico:1 | js:23 | svg:1,False,True,False,False,False,False,False,False,False,False,False,False,mirrored
84,PieterKoopt®,2026-04-29,https://www.awwwards.com/sites/pieterkoopt-r,https://pieterkoopt.nl/,https://www.pieterkoopt.nl/,UNCOMMON,False,200,Cloudflare | Google Analytics | Google Font API | Google Hosted Libraries | Google Tag Manager | HSTS | HTTP/3 | Howler.js | Usercentrics | cdnjs | jQuery | jsDelivr,Analytics | CDN | Cookie compliance | Font scripts | JavaScript libraries | Miscellaneous | Security | Tag managers,Webflow,Animation | Microinteractions | Scrolling | Storytelling,,Business & Corporate | Culture & Education,avif:1 | css:1 | html:1 | js:29 | mp4:6 | png:2 | webp:3,False,False,False,True,True,False,True,False,False,False,False,False,mirrored
85,Silent House,2026-04-28,https://www.awwwards.com/sites/silent-house,https://silent-house.com/,https://silent-house.com/,Louis Paquet,False,200,Google Tag Manager | HSTS | Vercel,PaaS | Security | Tag managers,CSS | Figma | GSAP,Navigation Menu | Project Page,Clean | Minimal,Events | Film & TV | Music & Sound | Portfolio,css:3 | html:1 | ico:1 | jpg:24 | js:1 | png:9 | svg:1 | webp:1,False,False,False,True,True,False,False,False,False,False,False,False,mirrored
